,essay_set,pred_scaled,pred_unscaled,orig_scaled,orig_unscaled
6970,4,0.9222407394109698,2.7667222182329096,1.0,3.0
6711,4,0.43432107811440146,1.3029632343432045,0.3333333333333333,1.0
9297,6,0.9351748997038114,3.7406995988152456,0.75,3.0
4826,3,0.6946381543365475,2.0839144630096427,0.6666666666666666,2.0
10903,7,0.640636185550984,16.09399608212165,0.5454545454545454,14.0
76,1,0.7620884385570457,9.620884385570456,0.8,10.0
12868,8,0.7377631003340845,46.888155016704225,0.39999999999999997,30.0
2342,2,0.5318526785263347,3.659263392631673,0.6000000000000001,4.0
5842,4,0.8218834418195071,2.4656503254585216,1.0,3.0
10116,6,0.48182470677559647,1.9272988271023859,0.5,2.0
10209,6,0.7757399753141039,3.1029599012564155,0.75,3.0
9712,6,0.9022547618879346,3.6090190475517385,1.0,4.0
2904,2,0.5704079336921527,3.8520396684607636,0.6000000000000001,4.0
11411,7,0.801288894846515,19.62835568662333,0.9545454545454545,23.0
7772,5,0.6638178459531326,2.6552713838125306,0.75,3.0
4365,3,0.6903652434427084,2.0710957303281257,1.0,3.0
11422,7,0.5771447872613766,14.697185319750286,0.6363636363636364,16.0
11615,7,0.5646447953045733,14.422185496700614,0.5909090909090909,15.000000000000002
3336,2,0.5222343167983512,3.6111715839917555,0.6000000000000001,4.0
12411,8,0.39126827101588724,29.56341355079436,0.37999999999999995,28.999999999999996
10367,6,0.7384098033018004,2.9536392132072016,0.75,3.0
10594,6,0.7518397282522488,3.007358913008995,0.75,3.0
3551,2,0.5179516009527134,3.5897580047635667,0.6000000000000001,4.0
6220,4,0.5813596569576727,1.744078970873018,0.6666666666666666,2.0
7777,5,0.39444236122228726,1.577769444889149,0.5,2.0
11338,7,0.480701095574874,12.575424102647228,0.5909090909090909,15.000000000000002
3574,2,0.38868199132802284,2.9434099566401137,0.4000000000000001,3.0000000000000004
10105,6,0.6490902890492831,2.5963611561971325,0.5,2.0
9749,6,0.8611066470824666,3.4444265883298666,1.0,4.0
10198,6,0.5758042762655505,2.303217105062202,0.75,3.0
1099,1,0.6517243991551195,8.517243991551195,0.6000000000000001,8.0
8582,5,0.4748212661298814,1.8992850645195256,0.5,2.0
10746,7,0.385325604646107,10.477163302214354,0.2727272727272727,8.0
11186,7,0.717282011402636,17.78020425085799,0.7272727272727273,18.0
12742,8,0.27284714808978516,23.642357404489257,0.32,26.0
1714,1,0.6960743658854895,8.960743658854895,0.6000000000000001,8.0
4284,3,0.4478846481329116,1.343653944398735,0.3333333333333333,1.0
4430,3,0.693523748136816,2.0805712444104483,0.6666666666666666,2.0
11793,7,1.0175425363949984,24.38593580068996,0.9999999999999999,23.999999999999996
12825,8,0.49611878674432386,34.805939337216195,0.48000000000000004,34.0
4548,3,0.6249251375846318,1.8747754127538954,1.0,3.0
12043,7,0.4525074351082721,11.955163572381986,0.5454545454545454,14.0
8597,5,0.5487386247725271,2.1949544990901084,0.75,3.0
6256,4,0.40321987973117274,1.2096596391935184,0.3333333333333333,1.0
6526,4,0.4104287016443364,1.2312861049330093,0.3333333333333333,1.0
6913,4,0.5880989351896432,1.7642968055689296,1.0,3.0
5792,4,-0.0036092457819156274,-0.010827737345746883,0.0,0.0
7206,5,0.8393616184466163,3.357446473786465,1.0,4.0
10323,6,0.41117627675994056,1.6447051070397622,0.5,2.0
3754,3,0.6616344558111328,1.9849033674333985,0.6666666666666666,2.0
7517,5,0.6596023089769568,2.6384092359078273,0.5,2.0
8771,5,0.6552519103963691,2.6210076415854764,0.5,2.0
9576,6,0.8788738338764707,3.5154953355058827,0.75,3.0
12248,7,0.8357519417174332,20.38654271778353,0.9090909090909091,22.0
11687,7,0.621751264355458,15.678527815820077,0.9090909090909091,22.0
9026,6,0.19827875584593174,0.793115023383727,0.25,1.0
10360,6,0.3715517765649553,1.4862071062598212,0.25,1.0
5365,4,0.8449966233131793,2.534989869939538,1.0,3.0
2504,2,0.3883391710312936,2.941695855156468,0.2,2.0
12002,7,0.7117251763103256,17.657953878827165,0.7272727272727273,18.0
11913,7,0.646600135578227,16.225202982720994,0.8636363636363636,21.0
4412,3,0.46807331724440804,1.4042199517332241,0.3333333333333333,1.0
6964,4,0.6220135697049588,1.8660407091148765,0.6666666666666666,2.0
10057,6,1.010433600393999,4.041734401575996,1.0,4.0
165,1,0.8986795239677582,10.986795239677582,0.8,10.0
1180,1,0.7186987719978839,9.186987719978838,0.8,10.0
5849,4,0.31737642307468855,0.9521292692240657,0.0,0.0
12527,8,0.6152150312901106,40.760751564505526,0.54,37.0
6819,4,0.4998425835417435,1.4995277506252305,0.6666666666666666,2.0
38,1,0.7458450910076978,9.458450910076978,0.8,10.0
106,1,0.7350231050118099,9.350231050118097,0.8,10.0
6540,4,0.8307813131867263,2.492343939560179,1.0,3.0
11089,7,0.5236401406002877,13.520083093206331,0.36363636363636365,10.0
844,1,0.863953491232075,10.639534912320748,1.0000000000000002,12.000000000000002
4563,3,0.5377281090150964,1.6131843270452892,0.6666666666666666,2.0
7378,5,0.3813524988123875,1.52540999524955,0.5,2.0
10122,6,0.7816792902544485,3.126717161017794,0.75,3.0
12785,8,0.6048488911557534,40.24244455778767,0.6000000000000001,40.0
4587,3,0.737575687439854,2.212727062319562,0.6666666666666666,2.0
9209,6,0.6204862594160716,2.4819450376642864,0.5,2.0
7108,5,0.4351461712828126,1.7405846851312503,0.5,2.0
10854,7,0.4592147774213261,12.102725103269174,0.31818181818181823,9.000000000000002
1513,1,0.6734901519904393,8.734901519904392,0.8,10.0
3180,2,0.5205797844310105,3.602898922155052,0.6000000000000001,4.0
12071,7,0.49808842149296406,12.95794527284521,0.5909090909090909,15.000000000000002
8994,6,0.8520337866525023,3.408135146610009,0.75,3.0
5650,4,0.22597937194114795,0.6779381158234439,0.3333333333333333,1.0
12818,8,0.6321654159630146,41.60827079815073,0.6000000000000001,40.0
991,1,0.7713411361787509,9.713411361787509,0.7,8.999999999999998
3391,2,0.5560931928973363,3.780465964486681,0.6000000000000001,4.0
3025,2,0.4407298158850892,3.2036490794254457,0.6000000000000001,4.0
11167,7,0.7370332513854524,18.214731530479952,0.7272727272727273,18.0
3015,2,0.19422826272335203,1.9711413136167601,0.2,2.0
4352,3,0.5998924819993254,1.7996774459979763,0.6666666666666666,2.0
12357,8,0.41482258895173224,30.741129447586612,0.42,31.0
